track_id,artists,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,liveness,valence,track_genre
6XrNrp7UtGgyZcHJ0ckL0w,Rachael Yamagata,"\"\"\"Something In the Rain\"\" (Something In the Rain",,49,296862,,0.422,4.0,0.0,0.0353,1.07E-5,0.0704,4
6IzCMc8FsDHN8TUXKR2dIt,Edward Elgar;Arioso Quartett Wien,"\"Variations on an Original Theme, Op. 36 \"\"Enigma\"\": Var. 9",,0,226626,,0.113,3.0,1.0,0.0418,0.857,0.112,4
14Qcrx6Dfjvcj0H8oV8oUW,London Symphony Orchestra,"\"\"\"In The Hall Of The Mountain King\"\" from Peer Gynt Suite N°1",,51,150826,,0.475,7.0,1.0,0.051,0.956,0.101,4
3uoozQ77UjBn4os2UnNMSb,Howard Blake;Vladimir Ashkenazy,"\"Walking In The Air (Excerpt \"\"Lifecycle\"\")",,0,186000,,0.317,1.0,0.0,0.0609,0.941,0.0951,4
39XjBtONTw3TGoVN51X4tE,Robert Owens;Atjazz,Snuff Crew,,,Matthias Heilbronn & Joeski,,,471050.0,0.802,0.753,-7.923,1.0,0.576
0HOrX3f1vhUpn5hknKAM9W,Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,"\"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: \"\"Ach",,0,320173,,0.343,11.0,0.0,0.0578,0.0,0.532,4
3FRKJyEazxmrH3Ez8FFUIx,Johann Sebastian Bach;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,"\"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: \"\"Jauchzet",,0,459360,,0.499,1.0,1.0,0.0382,0.161,0.131,3
0HOrX3f1vhUpn5hknKAM9W,Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,"\"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: \"\"Ach",,0,320173,,0.343,11.0,0.0,0.0578,0.0,0.532,4
7IDaLz6aKLJBDiI2SGyU69,Frédéric Chopin;Bruce Liu,"\"Variations on \"\"Là ci darem la mano\"\" from Mozart's Don Giovanni",,0,235253,,0.323,10.0,1.0,0.0322,0.891,0.693,4
0huiFyRSfBMAcFCErjxbiL,Johann Sebastian Bach;Olaf Bär;Crispian Steele-Perkins;English Baroque Soloists;John Eliot Gardiner,"\"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 8 Aria: \"\"Großer Herr",,0,262306,,0.579,1.0,1.0,0.0446,0.00202,0.0551,4
